Player 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 200 201 202 203 204 205 206 207 208 209 210 211 212 213 214 215 216 217 218 219 220 221 222 223 224 225 226 227 228 229 230 231 232 233 234 235 236 237 238 239 240 241 242 243 244 245 246 247 248 249 250 251 252 253 254 255 256 257 258 259 260 261 262 263 264 265 266 267 268 269 270 271 272 273 274 275 276 277 278 279 280 281 282 283 284 285 286 287 288 289 290 291 292 293 294 295 296 297 298 299
Tobias-Clemens -1.7118508 -1.4785147 0.8339964 0.47558686 4.018722 0.41806915 0.5001087 2.281863 0.41643882 -1.3521348 3.5323987 1.16751 -1.6337625 0.38173866 -0.14115915 1.8745108 0.02564264 1.3382813 0.022281876 -1.4199644 1.0854347 -0.84596163 -0.5839632 1.4234315 0.52552354 -1.0838463 -3.7905903 0.15550153 0.6782232 0.3297281 0.22425885 0.7231548 0.46188372 -1.0067823 -2.3512425 -0.45107475 -0.556743 0.36383176 -1.747374 -0.7518896 -0.032042287 1.0540832 -1.2181809 1.6659377 -0.5295346 -0.06863288 -0.5400208 0.57588327 -0.2472348 -0.015430987 -1.2658987 1.3320748 -0.9935076 -1.5074726 0.5832696 0.9859044 -1.1723312 -0.24241057 -0.28361744 -1.0595884 -0.40115792 -0.66115415 -0.40040904 0.33780697 1.9297922 0.5871757 -1.2661778 -1.465071 0.75982666 1.8099478 0.2972141 -0.14480314 -1.244897 -0.006099882 -0.21461692 0.45515752 -2.0962224 2.5589724 -1.4517826 0.9632256 -1.5262418 -1.6860286 -1.5939784 0.3643321 1.1910006 -0.28792846 -1.6141195 -2.105014 -0.11991277 -1.5319046 -1.4602643 -0.8027779 0.48482236 -0.8708572 0.25366202 -0.31752753 -0.09164617 -0.635697 0.875383 1.6315699 1.1826046 0.11932898 0.9867775 3.0522773 -0.024945837 1.8524328 0.558345 -1.4318973 0.5106712 -2.424775 1.9098063 0.57895905 -1.5242882 1.0855038 0.30693272 -1.2842264 -0.62610745 1.5286572 -0.49679637 -1.4520314 0.20775317 -2.7007065 2.2022767 -0.03516808 -0.08766781 -1.0059881 0.067640156 -1.6614578 2.8267689 -0.7587432 -1.5185752 -0.46033725 2.8317535 -0.07230762 0.7120016 -0.6689209 -0.79379183 1.1881825 0.8024019 -0.90846825 -0.03151269 0.31660506 -0.5703018 1.5424736 1.5578601 1.8374155 -2.710167 -0.20938109 1.8701149 0.63681436 0.46365562 0.9396962 0.8455525 1.043704 -0.7136166 0.7280879 1.4351218 -0.046843216 -1.1545315 -1.4510537 -0.2518838 -1.8764665 0.7359227 1.1719291 -1.1766666 -0.60224724 -2.226451 0.5215598 -0.04827626 1.0880693 1.1133786 0.6781072 1.2044315 -0.18568009 1.7475963 1.2816036 -0.6448002 -1.548429 -1.974612 -0.7343946 -1.229342 -1.0788454 -0.53676283 -0.636698 -0.9599542 1.812078 -0.5793189 -0.02749976 -0.17149557 1.2389926 0.52478117 -1.606292 1.2649446 -0.63717747 2.1488574 0.53870034 -1.7402447 -1.233795 0.16285378 -0.64920723 1.1173992 -1.4687059 0.554249 -1.9935083 2.8674753 0.19398582 -2.352885 0.9035081 -1.055988 -0.25513113 -0.11434961 -0.06252659 -0.024866 1.7635694 0.9450144 1.8037223 -0.32929567 -1.3393103 0.6119273 0.20406862 -1.469689 0.49493104 -1.5179489 0.66783667 -2.4865777 -0.68233323 0.16803594 1.4184058 0.9765442 -0.32952964 2.383118 -0.7214339 0.19537552 2.1214964 1.6128081 0.65638876 -0.1392168 0.0923903 -2.0307117 -1.0712786 0.87106115 0.8311789 0.91837853 0.7716421 -0.016256833 -0.17587279 -0.7554134 0.32992825 -0.83663076 1.2595005 0.8626379 -2.185722 -2.6689847 1.0483835 0.51774096 -0.54387075 2.0517945 -0.82891965 1.8679837 0.91682696 0.30633277 1.4123485 1.738073 1.2309833 0.4823213 -0.7263774 -0.22586446 1.7125508 -1.655267 -0.56714904 0.0412997 0.06608676 0.82723314 -0.13819046 1.0444626 0.22935641 0.5889911 -0.6849417 0.4343795 0.9997613 2.6952872 0.1975024 1.6130829 0.24137965 1.8871231 -0.120859586 -0.68978393 0.7087368 -0.6675104 -0.90837336 0.3809629 -0.5796701 -0.7772858 0.92050135 -0.7784889 0.08731077 1.1223532 -1.7283169 -0.3717141 -0.002006182
Jan-Hajek -3.0582256 -1.9112451 2.37022 -0.41201082 0.6057345 -1.5588123 1.3219553 -1.0293505 1.5221009 -2.3745048 1.372039 1.6824386 -0.11415382 0.94056964 0.36885962 -0.6680225 1.0417982 2.5586605 -0.81692576 -2.0774143 -1.4439722 -0.58060056 -1.548688 5.8152537 -2.4431484 -0.98470616 -1.6938502 0.8197824 1.3715487 -0.9636315 -0.7656566 0.9701195 0.25880378 1.7490289 -1.3470762 -1.5401751 0.3647719 -2.2823071 -1.6870856 -0.2875791 1.9477857 1.3167855 -0.95991045 3.4974422 -1.8494533 0.9455485 0.44400465 2.2458212 -1.0272154 -1.3183008 0.4921067 -0.029685693 -0.73271096 1.4132118 -0.7787411 3.3212488 -0.9819514 -2.1341681 0.43995577 -1.0392904 -1.7195994 -1.4176879 -2.815433 2.0496466 0.84453094 0.5569367 2.9944649 -2.6288676 -1.1315995 -0.009154235 -0.24476378 -1.2583052 0.30797094 0.65908146 -2.5104995 -0.9855988 -3.8183954 1.4440458 -0.65722334 2.419705 1.9350564 -2.6043713 -2.191881 1.9551923 -1.8810577 -2.0093417 -0.49562037 -0.40383857 1.0201097 0.29197708 0.06283906 1.1799719 0.022057148 -1.1477239 0.4688329 1.6469691 -1.4956867 0.5981334 -0.40340573 1.9494549 1.3019401 1.3062139 -0.6535036 1.4712076 1.0855315 3.8171344 2.7128124 -1.5984185 1.9957743 -1.4285861 3.795065 0.72848374 -1.1945261 1.185327 -1.5445266 -0.26096717 1.8436238 2.639631 -0.08292132 -4.4299026 -0.12708855 -0.6242932 4.285116 -1.4092466 0.21943858 1.392901 -0.06312152 -1.1204168 2.47947 0.7246881 -0.75249904 0.24560325 -0.17401902 -0.087554306 3.2776496 -4.7972617 1.0246315 -0.22970156 -0.9426295 0.17999333 1.2389648 0.32430953 -3.0913856 -2.4710536 1.2469523 -0.9795815 1.1876558 1.0748469 1.5217714 -0.93832034 -1.7458181 0.26845154 1.2408334 0.9855314 1.3564924 -0.14642093 -1.2342612 2.291644 1.5491819 0.59018046 1.6555572 0.18647663 1.8142039 0.53313434 -0.12145807 -3.070808 -2.3872972 2.5756955 -1.1769896 -1.590952 0.009842873 1.4153643 2.3590808 0.4756149 1.8022158 1.4968837 -0.27109954 -2.0101652 -4.8030047 1.6866709 0.009067581 -4.3382187 -0.32279056 -3.4637923 0.26199895 2.2076955 -1.3922113 0.73039997 -2.0942972 1.6975123 -0.6582838 -2.5132124 -0.11826052 1.6039114 2.470152 1.8258591 -2.5360944 -0.9415797 2.9115582 -1.6829866 0.5027532 0.60051143 1.3037629 0.94480044 0.6759576 0.42194468 -1.1162219 0.55814236 1.0801585 -0.7374638 -0.1428552 -2.772524 1.4836557 -0.60837954 1.9975882 -1.2021568 -0.9240243 -2.0173945 2.2650871 0.049340054 0.4535195 1.543619 -0.03580956 -0.7536349 0.7448226 0.045609538 -0.9597085 -0.114971414 -0.55533946 -0.29873958 2.1526668 1.68787 -0.43816367 -1.6417142 1.3979084 -0.27804857 3.8891659 -0.0035271416 -0.8430443 -0.9568615 1.1813822 -1.7322718 -0.5261538 1.2708566 2.5932994 -1.309772 -0.064772375 -1.2421095 -3.2152653 -0.72871757 0.010057176 -0.48411518 -0.5523356 1.0030581 1.9074106 0.5637657 1.4674276 -1.0432903 3.6077976 0.46030954 -1.7977271 0.09388232 -1.0981339 2.2865262 -0.81059146 0.32862476 2.7390616 -0.4360457 -0.8797377 -1.9493498 -1.8122809 1.7355888 -0.26568282 3.1914716 0.4999702 3.547556 -0.58712566 -1.2943687 0.33878872 1.0850191 3.8060384 0.3990839 2.0317266 0.44497716 -0.687219 0.07587119 -1.1640191 2.6192937 -0.87319654 -0.11515002 0.38820282 -1.0910506 -0.4394801 -0.92406535 0.2557633 0.8271871 -0.3080557 -1.9459714 1.3302705 -0.13794136
Nikolay-Davydenko -2.526665 -0.6681873 -0.255815 0.74479085 5.0331025 0.5319156 0.23890106 4.570136 1.255436 -1.1994953 4.5120215 1.8230287 -2.7180371 1.2573693 0.45468 2.3109176 -0.58904445 0.15003234 -0.17899121 -2.0766537 1.5607982 -0.77349406 -0.49275675 0.9658524 0.14388686 -0.88447577 -4.640619 -0.4621657 1.2677945 1.6055819 0.75014025 -0.41918424 0.36195186 -2.0222003 -3.2216988 -0.78139865 -1.2675855 0.9013897 -1.1261015 -0.74487597 0.75932235 0.9159662 -0.0017747593 0.55007946 -0.4207119 0.9857072 -1.0425333 -0.42640558 -0.4394813 1.1532702 -2.0593565 1.1946579 -0.71380585 -2.9288871 0.17534725 1.0106938 -0.55650043 -0.1816237 0.49766907 -0.65818363 -1.042184 -1.1079963 0.20692818 -0.20746604 3.3180337 1.3605057 -1.4349345 -1.537513 1.1790674 2.161561 0.2515792 -1.3318515 -1.4556916 0.41623783 0.22461246 1.1087085 -2.07768 2.6950898 -2.5018694 -0.1667471 -3.182285 -0.55269235 -0.3014615 0.5318489 2.9274683 -0.97358394 -2.394355 -2.6013668 -0.4024393 -1.6959157 -1.6832426 -0.3873462 1.8193827 -2.1481261 1.5171816 -0.43905234 0.14912596 -1.0151149 1.637256 2.695472 1.9770253 0.81525016 2.0416658 3.725372 -0.034554895 2.2906704 -0.23364176 -2.0648732 0.15670843 -3.605654 0.76745385 0.99886847 -1.7478586 1.4717132 1.2245668 -0.9271322 -0.018277083 1.3987153 -0.4277837 -0.69870436 0.88864684 -3.750437 1.2935326 0.50423765 -0.29485402 -1.6392902 0.8598399 -1.7519906 2.5796702 -1.320907 -2.1691449 -0.6573354 3.4686334 -0.14807709 0.23293068 0.2119104 -1.4114726 0.93238485 1.7976828 -2.1335692 -1.5832231 -0.1926451 -0.48785684 1.4291804 1.9153019 2.3299391 -3.415956 -1.2564105 2.3985965 1.1048084 0.31905168 0.8908024 0.32266247 1.3494062 -1.6611348 0.7950658 1.910134 -1.2321461 -1.8809168 -1.8865573 -0.94793165 -3.4820518 0.30441615 1.5544984 -1.7381872 -0.41512647 -2.8004477 0.14498758 -0.5535148 1.7398982 1.5474104 1.0205353 1.3814977 0.35508567 1.878108 0.8097765 -1.0939473 -1.0616496 -2.391459 -0.78178185 -1.9584401 -0.8749265 0.2595108 0.23977865 -1.696225 1.4051636 -0.9007425 0.06979351 0.16744874 1.0215904 0.86510354 -1.2685611 -0.093939885 -2.1937394 1.0084838 0.1021615 -1.9216342 -0.42317733 -0.40416527 0.7183048 0.07416911 -1.5489752 1.1674558 -3.2915266 3.4096582 -0.15674962 -3.1567233 1.1339828 -1.0122213 0.11940563 0.68989545 1.1525359 -0.36804625 3.1194782 1.4757835 2.824501 -0.4667496 -1.0241574 -0.3109471 0.06323167 -2.9163167 1.0825199 -1.0297964 1.1456916 -3.8336005 -2.0147269 0.20772846 3.0888896 1.0332134 0.06696832 3.143394 -1.2792873 -0.29222572 2.7649984 2.1414597 1.8940554 -2.116114 -0.11752413 -2.4630532 -1.2367864 -0.64086497 1.3562547 0.8398081 0.08488576 -0.89416915 1.2749134 -0.794153 0.5977472 -0.57604754 2.148209 1.0061569 -2.6536105 -4.3540077 0.9789086 0.37860188 -0.50977033 2.1885335 -0.5158289 1.4169061 1.1032866 0.005232481 2.9182682 2.274998 1.8127178 1.1692542 -1.4669031 0.049350474 1.7077531 -2.531782 0.43594667 0.38560176 -0.2671562 0.7512194 -1.0774812 0.7782124 0.20894693 1.5840211 -1.1227272 -0.22592792 1.4099867 1.9754157 0.69909847 1.4924912 0.79740375 2.5912726 -0.6401561 -1.3303374 0.8147271 -1.6437931 -0.16183338 0.86672103 -0.98340285 -1.6485251 1.1795156 -0.82735825 1.5322907 1.7432258 -1.8117094 -1.2017529 -0.050242137
Taylor-Fritz -2.265887 -0.6093988 -0.018680412 0.9807814 5.028205 0.54056036 0.38444299 4.33454 1.2524426 -1.0337596 4.161303 1.7151759 -2.8036144 1.2589325 0.19178005 2.0975957 -0.505998 0.27100873 0.18957938 -1.9011877 1.4657326 -0.46305367 -0.1544811 0.92137957 0.28351542 -0.82776195 -4.5130486 -0.4468631 1.3389156 1.6396395 0.8676135 -0.017423688 0.5447756 -2.2527676 -3.0967047 -0.61361915 -1.1205462 0.79880935 -1.1346639 -0.78682035 0.4569406 1.0563442 -0.0065499204 0.5856385 -0.36274797 0.78374285 -0.9068935 0.011438676 -0.1284459 1.1353358 -1.8805661 1.1101824 -0.7440349 -2.3534806 0.28728324 1.2753527 -0.8748293 -0.33981237 0.3220005 -0.61036736 -0.96094084 -0.7493557 -0.020486705 0.12792967 2.8812463 1.3480282 -1.5575699 -1.4024885 0.95277876 2.168382 0.20047371 -1.2044393 -1.3192614 0.22466186 0.58516353 1.1803122 -1.7597004 2.4396222 -2.2894146 -0.15583532 -2.8783343 -0.59466726 -0.64917415 0.5845422 2.682881 -0.9004752 -2.158393 -2.3825219 -0.5882118 -1.4690187 -1.9664229 -0.4066747 1.5472023 -1.7762768 1.3528109 -0.3899888 0.43732163 -0.9000653 1.4438177 2.2693138 1.695183 0.5219427 1.9991946 3.5763717 -0.21736515 2.0513506 -0.24477169 -1.9849176 -0.06006712 -3.6179388 0.78181404 1.1321667 -1.7310069 1.4230084 0.8099082 -0.8261311 -0.2448754 1.1721201 -0.33893323 -0.4851314 0.55339646 -3.4408827 1.3265789 0.28548598 -0.26474324 -1.450143 0.79718626 -1.6718017 2.5406795 -1.2560152 -2.2235131 -0.77246505 3.4413335 -0.23643455 0.3104131 0.23323894 -1.4676051 1.2088686 1.4240782 -1.7340783 -1.1544613 -0.19852325 -0.057833795 1.5878811 1.8063588 2.6920576 -3.5055912 -0.9759379 2.1757112 1.1804413 0.48248383 1.0558611 0.52736753 1.2825694 -1.5100859 0.6006168 1.9378558 -0.8355459 -1.6781994 -1.7404422 -0.9393941 -3.2671077 0.523589 1.5427357 -1.6243261 -0.099875994 -2.6732922 -0.24974628 -0.2979446 1.6358869 1.1613591 1.1661433 1.0928376 0.25276777 1.4043255 1.0211339 -1.5731568 -1.5928348 -2.4087567 -0.77501345 -1.8935823 -0.52410865 0.09791875 -0.013261545 -1.7953819 1.3928021 -0.8196067 0.060071077 0.25324735 1.2461447 0.94999534 -1.2353156 0.2839808 -2.0189586 1.1142086 0.050381817 -1.7243774 -0.82159996 -0.7499271 0.40108943 0.3080263 -1.587928 0.918601 -3.2127345 3.558224 -0.13841923 -2.6413763 1.2514546 -0.8204006 0.29408506 0.924862 1.3016555 -0.4891667 2.6374226 1.6834362 2.7115269 -0.14090118 -1.1256248 -0.49247885 -0.16699512 -2.5398898 1.0483409 -1.2975438 0.82762605 -3.7602534 -2.0496852 0.14166552 3.0944722 0.7437378 0.13638455 3.219261 -1.1024175 -0.40717265 2.5005708 2.116642 1.741069 -1.8425834 -0.08108092 -2.2805743 -1.2850345 -0.52297616 1.0743654 0.89149964 0.19754286 -0.41773137 1.1480243 -0.7941533 0.67957467 -0.28955367 2.1186156 0.9343519 -2.5122263 -4.1511655 0.7902934 0.0944889 -0.264385 2.6365051 -0.4386509 1.4533969 1.1107785 0.4087673 2.6530077 2.1283607 1.8258661 1.032465 -1.6421161 -0.3237732 1.6055485 -2.2869372 0.3102443 0.3169969 -0.32284543 0.7989271 -1.1033211 0.6909184 0.099944375 1.2956518 -0.8745843 -0.1868172 1.3600771 2.101345 0.79371405 1.3271221 0.43761876 2.369516 -0.75033903 -1.2449859 0.73546326 -1.6430297 -0.53838307 0.7941386 -0.4331838 -1.5962137 1.1409435 -1.1117576 1.4291486 1.6978049 -1.745789 -0.8926736 -0.076697074
Lorenzo-Sonego -2.216558 -1.0344214 0.32560828 0.90213645 4.834433 0.46668753 0.36902034 4.0772114 1.4361453 -1.1990334 3.8779788 1.8523905 -2.3829746 1.0811847 0.34745187 2.1341317 -0.7283614 0.22745241 0.33360192 -1.9563968 1.3729072 -0.5045395 -0.122325756 1.020427 -0.24970469 -0.9186653 -4.445554 -0.21872744 1.5169687 1.3711334 0.84340787 -0.17589845 0.7111374 -1.966893 -2.871371 -0.8219989 -1.2934232 0.5218766 -1.3820319 -0.89539653 0.57642144 1.2873553 -0.16164057 0.7721418 -0.20407026 0.62430614 -0.94893366 0.23073024 -0.092849195 1.123854 -1.9055355 0.6641263 -0.66996026 -2.0561929 0.42367157 1.4594741 -0.9281111 -0.4860536 0.22624713 -0.5931937 -1.0642807 -0.62122494 0.031680662 0.13696498 2.8746605 1.3174785 -1.0465484 -1.1517386 0.9401502 2.218661 0.29463738 -1.0539542 -1.1681664 0.32913142 0.4610945 1.0275137 -1.5369908 2.299728 -2.1260343 0.13995779 -2.4615154 -0.72705084 -0.8297667 0.32160828 2.6351326 -1.1268797 -2.128832 -2.331832 -0.6749841 -1.6676902 -1.786203 -0.5562044 1.5994841 -1.625959 1.2621026 -0.18715496 0.07852043 -0.86875623 1.4534268 2.136538 1.5172726 0.34796295 1.6286366 3.6366973 -0.32652375 1.7716151 -0.41411346 -1.7834626 0.072908744 -3.4732387 0.6171175 1.0727521 -1.6492698 1.336614 0.76611996 -1.0065857 -0.1950451 1.5373375 -0.538725 -0.6637592 0.96508694 -3.4806476 1.3964094 0.17250305 -0.101969026 -1.2238442 0.77802145 -1.391282 2.4226794 -1.2397639 -1.9562315 -0.77763665 3.23381 -0.26677492 0.34347308 0.039829753 -1.3427956 1.4331677 1.3626504 -1.7929157 -0.9146858 -0.100309364 -0.2907406 1.4470415 1.677353 2.6661484 -3.337717 -1.2714306 2.2230215 1.0379431 0.69836485 0.64247596 0.50714695 1.3251415 -1.4530046 0.5240711 1.551772 -0.84166974 -1.7045087 -1.8274207 -0.7930993 -3.1352503 0.51317346 1.3026779 -1.519191 -0.024331791 -2.7118323 -0.32814646 -0.3864905 2.1057944 0.97968435 1.26984 0.9440009 -0.035017714 1.3812014 1.0700638 -1.5050153 -1.4949014 -2.408806 -0.5474765 -1.9565302 -0.5229366 -0.021133803 0.018025357 -1.6588873 1.6435028 -0.42283335 0.13789812 0.053112846 1.0839708 1.1309284 -1.0105613 0.23189592 -1.9439669 1.2917736 -0.033974793 -1.3620021 -0.6935138 -0.6596241 0.4323118 0.43667647 -1.5293193 1.2261214 -3.0439708 3.2745583 -0.30331147 -2.3951325 0.99372286 -1.043211 0.12590672 0.586258 1.0352703 -0.4052892 2.8814988 1.6464406 2.5885382 -0.41603526 -0.6651428 -0.36859497 -0.0348043 -2.397612 0.9356991 -1.3390371 0.86253464 -3.685151 -2.0088458 0.04460285 2.7324243 0.53529155 -0.032061063 3.1388028 -0.93318206 -0.22106747 2.6893923 1.9061317 1.5837663 -1.6350961 -0.17124195 -2.4187086 -1.3227992 -0.49309686 1.1204413 0.6448776 0.10487936 -0.33498344 0.796523 -0.38663036 0.57056624 -0.2701409 1.9595672 0.9119112 -2.3012693 -3.8922896 0.9463239 0.035303444 -0.025187682 2.3158197 -0.25650826 1.7244822 1.1487815 0.5317716 2.1967833 1.8444694 1.5559988 0.94976836 -1.587266 -0.27643773 1.6514581 -2.3356001 0.16447875 0.23195948 -0.22772372 0.7648984 -1.0088103 0.9089065 0.34051642 1.317045 -0.6460756 -0.0043273494 1.4049332 2.3203485 0.8861619 1.6362208 0.3471523 2.240882 -0.7169706 -1.2423487 0.5472694 -1.5084839 -0.5012524 0.9480618 -0.63576627 -1.5741986 1.1989552 -0.8635319 1.2522683 1.9931931 -1.7071733 -0.5846303 -0.20855625
Peter-Polansky -2.4048555 -0.5812599 -0.14103742 0.85627824 5.0094976 0.6997991 0.26318032 4.3870835 1.379144 -1.1195006 4.5807505 1.668372 -2.738874 1.4841346 0.48176932 2.1036615 -0.54857886 -0.14046666 -0.0011875019 -2.31997 1.5186104 -0.5728165 -0.3827413 0.7997033 0.15419152 -0.8642301 -4.445021 -0.36555848 1.3935009 1.8129599 0.86209184 -0.5944917 0.1921866 -2.5977669 -3.2431161 -0.9746067 -1.3869959 0.4745559 -1.1061784 -0.62866974 0.72388595 0.9825256 0.27392414 0.47139195 -0.4998214 0.98919755 -0.93196714 -0.2323333 -0.4124347 0.9038802 -1.8980395 1.1633755 -0.69036925 -2.8620203 0.01781312 1.3593457 -0.75691485 -0.26151684 0.5864168 -0.8173884 -1.2025582 -1.1248018 0.106316335 -0.22155783 2.8465471 1.5243516 -1.7096637 -1.7268457 1.0688711 2.425712 0.27101868 -1.4185224 -1.4561974 0.3518078 0.55314827 1.31583 -1.7040826 2.6328535 -2.3322551 0.017229734 -3.1473176 -0.44408765 -0.37321967 0.4290593 2.9017615 -1.0030044 -2.2014456 -2.48605 -0.5245611 -1.5294265 -1.7903572 0.09565367 1.7002997 -1.8534576 1.365802 -0.7209575 0.20545216 -0.8916588 1.3419375 2.509497 1.9259918 0.6914333 2.0444388 3.74439 -0.012376987 2.4330714 -0.3073533 -2.1314266 -0.17188668 -3.592627 0.77607024 1.2322618 -1.6503007 1.6019142 0.78195256 -0.61951107 0.00022276884 1.3281027 -0.042603467 -0.5858868 0.7012195 -3.2855303 1.1764916 0.68338484 -0.24550453 -1.7351683 0.8510945 -1.9027227 2.6108832 -1.218697 -2.237087 -0.61935794 3.2593021 -0.053314 0.4591693 0.26460758 -1.5888038 1.1662242 1.6086056 -2.0077844 -1.4031631 -0.16637255 -0.28807035 1.4227982 1.7263274 2.376958 -3.3014107 -1.2606466 2.1642964 1.2415289 0.24780291 1.1237527 0.36634707 1.3327521 -1.5944309 0.5476738 1.8673769 -0.79898083 -1.6972884 -1.6220611 -0.9681971 -3.1239693 0.07035999 1.5861288 -1.6557884 -0.20901534 -2.8563902 -0.32918403 -0.3160295 1.7215213 1.476437 1.2715813 1.1783909 0.3686875 1.4481183 0.69605863 -1.2229607 -1.2791542 -2.5399983 -0.7375748 -1.8072301 -0.6611654 0.23314242 -0.16406484 -2.0380995 1.3868883 -0.8952624 0.25568637 0.3211439 1.0874733 0.9061184 -1.1516663 0.037239656 -2.2245882 0.911374 0.21256572 -1.7432212 -0.6235466 -0.7701667 0.59374714 0.108573094 -1.3204087 0.8674503 -3.3156207 3.4994533 -0.12819871 -3.2564397 1.2749795 -0.6714276 0.016621972 1.1838554 1.2850293 -0.5435977 2.7927568 1.6884087 2.807697 -0.41939792 -1.1845022 -0.5382006 -0.10295592 -2.6778984 1.2495025 -1.1560861 0.89339685 -3.8592236 -2.3744373 0.017186726 2.8566706 1.0715379 0.3464155 3.3134608 -1.2732364 -0.19743264 2.548373 1.9301034 1.9445083 -2.0460405 -0.11793781 -2.430299 -1.4842756 -0.46625388 0.9654319 0.69592285 0.15917641 -0.849999 1.2834274 -1.0374836 0.48721176 -0.4940143 2.0519826 1.1026527 -2.427521 -4.388948 0.8426808 0.25402942 -0.5721004 2.5445893 -0.48700076 1.3900335 1.010468 0.056554995 2.9647715 2.1420734 1.8467344 0.9855566 -1.6057777 -0.27300632 1.470589 -2.3590443 0.5168154 0.45184124 -0.1759986 0.85453826 -1.2772907 0.8410961 -0.032140516 1.4225339 -1.1579794 -0.16950145 1.5976803 1.8048022 0.82771575 1.1186392 0.5262594 2.1923301 -0.5692391 -1.2057348 0.60825044 -1.708888 -0.12531018 0.58897567 -0.7368726 -1.4776431 1.0367532 -0.90815926 1.6560861 1.7157474 -1.7435349 -1.0524732 -0.28668788
